STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,HPCP
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130325 04:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130401 01:00,0
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130408 03:00,50
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130408 04:00,30
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130408 05:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130410 06:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130410 10:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130410 13:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130410 20:00,20
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130410 21:00,50
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130410 22:00,20
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130410 23:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130411 05:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130415 01:00,20
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130415 02:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130415 04:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130415 18:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130417 16:00,30
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130417 17:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130417 19:00,30
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130417 20:00,50
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130417 21:00,10
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130417 22:00,80
COOP:119816,YATES CITY IL US,205.7,40.7763,-90.0203,20130417 23:00,40
